TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BTOW3;64,62;;-135,94;3,92;1,85;28,59;1,12;-2,34;284,06;266,14;-17,92;-0,25;3,19;4,99;-5,10;2,38;-2,89;-1,36;0,60;0,47;0,53;0,58;2,35;;172.925.506,20;16,48;-0,48;18,98;36.483.986.536,68
BTTL4;11.091,73;;5.869,16;4.350,09;843,43;17,64;9,15;5,11;3.276,08;5,33;0,25;0,33;299,67;10.849,04;-1.815,60;1,17;74,12;14,37;51,78;0,19;0,81;2,81;5,92;-24,36;;2,55;1,89;25,16;255.601.769,60
CALI3;98,18;;46,66;10,19;0,29;23,86;8,41;1,87;10,40;15,81;8,81;8,64;0,87;1,15;-0,55;2,20;21,85;0,63;7,22;0,03;0,97;0,34;-7,97;-33,18;;9,63;2,10;-0,44;24.582.197,20
CALI4;50,00;;23,76;5,19;0,15;23,86;8,41;1,87;5,29;15,81;8,81;8,64;0,45;0,59;-0,28;2,20;21,85;0,63;7,22;0,03;0,97;0,34;-7,97;-33,18;9.554,00;9,63;2,10;-0,23;24.582.197,20
CAMB3;5,75;;15,90;2,46;0,88;44,54;7,73;10,53;21,69;27,13;5,45;0,62;1,68;-34,92;-1,36;0,93;15,47;5,54;1,58;0,36;0,64;0,53;-11,36;;975.483,32;2,34;0,36;-0,44;247.250.718,00
CAMB4;6,25;;17,29;2,67;0,96;44,54;7,73;10,53;23,57;27,13;5,45;0,62;1,82;-37,95;-1,48;0,93;15,47;5,54;1,58;0,36;0,64;0,53;-11,36;;;2,34;0,36;-0,48;247.250.718,00
CAML3;9,57;6,39;7,66;1,31;0,57;22,25;8,33;6,20;5,70;7,71;2,01;0,46;0,47;1,61;-1,50;2,38;17,08;7,50;10,80;0,44;0,56;1,21;12,04;33,10;11.275.202,32;7,32;1,25;0,15;3.533.500.000,00
CARD3;23,05;2,04;19,22;3,20;1,79;30,59;16,35;10,78;12,67;13,41;0,73;0,18;2,07;57,14;-2,51;1,12;16,63;9,32;13,18;0,56;0,44;0,86;-0,29;19,73;7.206.183,12;7,23;1,20;0,33;969.760.000,00
CASH3;54,28;0,07;387,99;19,00;17,10;16,35;16,35;12,07;286,49;276,87;-9,78;-0,65;46,85;27,89;-51,43;12,23;4,90;4,41;4,28;0,90;0,06;0,36;;;136.853.789,64;2,84;0,14;;6.900.713.140,00
CASN3;14,30;0,26;96,18;8,05;3,01;50,07;23,09;10,43;43,42;39,55;5,13;0,95;10,03;-734,09;-3,45;0,97;8,37;3,13;6,91;0,37;0,63;0,30;7,49;59,39;1.520,00;1,78;0,15;6,89;9.067.999.874,79
CASN4;8,37;0,49;56,29;4,71;1,76;50,07;23,09;10,43;25,42;39,55;5,13;0,95;5,87;-429,67;-2,02;0,97;8,37;3,13;6,91;0,37;0,63;0,30;7,49;59,39;;1,78;0,15;4,04;9.067.999.874,79
CATA3;103,61;;1.158,10;0,11;0,06;20,89;-0,92;0,01;-10,89;-28,26;-17,45;0,18;0,10;0,25;-0,12;2,07;0,01;0,01;-0,75;0,55;0,45;0,62;-4,76;;;915,95;0,09;-11,60;14.940.354,78
CATA4;0,00;;0,00;0,00;0,00;20,89;-0,92;0,01;0,00;-28,26;-17,45;0,18;0,00;0,00;0,00;2,07;0,01;0,01;-0,75;0,55;0,45;0,62;-4,76;;;915,95;0,09;0,00;14.940.354,78
CBEE3;24,24;0,29;55,67;1,12;0,34;12,42;3,90;1,12;16,04;32,94;16,90;1,18;0,63;-5,48;-0,46;0,81;2,01;0,61;2,59;0,30;0,70;0,55;3,81;;35.710,35;21,62;0,44;-0,74;4.039.216.062,24
CCPR3;11,63;8,28;42,91;1,09;0,37;62,41;48,94;8,71;7,64;12,22;4,57;0,65;3,74;6,32;-0,41;2,51;2,53;0,85;4,62;0,34;0,39;0,10;4,82;19,63;4.136.251,68;10,72;0,27;-4,21;1.779.834.228,70
CCRO3;13,49;2,04;46,13;3,17;0,79;39,69;26,87;5,39;9,25;13,84;4,58;1,57;2,49;24,62;-1,04;1,16;6,88;1,71;6,97;0,25;0,74;0,32;3,13;-35,76;104.638.046,68;4,25;0,29;-0,81;27.169.000.000,00
CCXC3;1,16;;0,19;-0,03;0,21;;;;-2,04;-2,01;0,03;;;-0,03;;0,11;-14,03;108,23;1,32;-7,71;8,72;0,00;;;;-43,11;6,05;0,00;1.973.425,64
CEAB3;13,43;;-16,55;1,64;0,61;45,60;-7,30;-6,42;-14,57;-15,24;-0,64;0,07;1,06;4,16;-1,08;1,50;-9,88;-3,67;-10,90;0,37;0,63;0,57;;;21.269.097,88;8,19;-0,81;-0,05;4.152.061.065,96
CEBR3;173,01;22,29;1,57;1,34;0,76;-25,51;-549,92;-473,37;1,35;0,03;-1,37;-1,36;;1,59;-4,72;2,30;85,42;48,11;59,91;0,56;0,37;-0,10;-36,10;56,67;307.007,88;128,72;109,95;0,00;2.592.291.390,30
CEBR5;184,50;22,13;1,68;1,43;0,81;-25,51;-549,92;-473,37;1,44;0,03;-1,37;-1,36;;1,70;-5,04;2,30;85,42;48,11;59,91;0,56;0,37;-0,10;-36,10;56,67;230.988,15;128,72;109,95;0,00;2.592.291.390,30
CEBR6;180,00;23,57;1,64;1,40;0,79;-25,51;-549,92;-473,37;1,41;0,03;-1,37;-1,36;;1,66;-4,91;2,30;85,42;48,11;59,91;0,56;0,37;-0,10;-36,10;56,67;95.847,95;128,72;109,95;0,00;2.592.291.390,30
CEDO3;10,00;;-3,64;0,75;0,14;16,87;1,33;-4,11;11,23;33,22;23,02;1,53;0,15;-4,30;-0,26;0,93;-20,56;-3,82;2,30;0,19;0,79;0,93;9,31;;77.837,43;13,37;-2,75;-0,02;91.199.563,20
CEDO4;7,87;;-2,86;0,59;0,11;16,87;1,33;-4,11;8,83;33,22;23,02;1,53;0,12;-3,38;-0,20;0,93;-20,56;-3,82;2,30;0,19;0,79;0,93;9,31;;343.596,48;13,37;-2,75;-0,02;91.199.563,20
CEEB3;46,99;9,80;9,61;1,92;0,56;22,41;16,01;10,78;6,47;11,54;4,36;1,29;1,04;9,09;-0,71;1,41;19,96;5,82;10,55;0,29;0,71;0,54;10,93;29,39;314.286,08;24,51;4,89;0,44;13.525.227.978,31
CEEB5;58,00;7,94;11,86;2,37;0,69;22,41;16,01;10,78;7,99;11,54;4,36;1,29;1,28;11,22;-0,87;1,41;19,96;5,82;10,55;0,29;0,71;0,54;10,93;29,39;20.970,57;24,51;4,89;0,54;13.525.227.978,31
CEEB6;60,68;8,35;12,40;2,48;0,72;22,41;16,01;10,78;8,36;11,54;4,36;1,29;1,34;11,74;-0,91;1,41;19,96;5,82;10,55;0,29;0,71;0,54;10,93;29,39;;24,51;4,89;0,57;13.525.227.978,31
CEED3;59,00;;-3,10;-0,68;0,81;-0,60;-15,81;-35,58;-6,99;-8,70;-1,71;;1,10;-4,80;-1,10;0,61;-21,94;-26,13;12,72;-1,19;2,19;0,73;-0,25;;16.956,64;-86,66;-19,01;0,93;4.028.681.010,00
CEED4;69,00;;-3,63;-0,80;0,95;-0,60;-15,81;-35,58;-8,17;-8,70;-1,71;;1,29;-5,61;-1,29;0,61;-21,94;-26,13;12,72;-1,19;2,19;0,73;-0,25;;6.300,00;-86,66;-19,01;1,08;4.028.681.010,00
CEGR3;61,00;2,22;46,94;12,49;4,63;32,48;18,62;10,80;27,22;28,68;1,46;0,67;5,07;82,75;-6,12;1,30;26,61;9,86;17,22;0,37;0,63;0,91;-3,10;4,36;10.066,67;4,88;1,30;-3,22;15.837.901.652,00
CEPE3;125,67;3,16;33,70;5,23;0,84;16,03;8,41;3,88;15,57;22,53;8,28;2,78;1,31;16,74;-1,08;1,29;15,52;2,48;7,23;0,16;0,84;0,64;8,76;62,59;92.909,67;24,02;3,73;0,64;8.577.395.431,81
CEPE5;29,00;13,68;7,78;1,21;0,19;16,03;8,41;3,88;3,59;22,53;8,28;2,78;0,30;3,86;-0,25;1,29;15,52;2,48;7,23;0,16;0,84;0,64;8,76;62,59;19.925,00;24,02;3,73;0,15;8.577.395.431,81
CEPE6;29,50;14,79;7,91;1,23;0,20;16,03;8,41;3,88;3,65;22,53;8,28;2,78;0,31;3,93;-0,25;1,29;15,52;2,48;7,23;0,16;0,84;0,64;8,76;62,59;70.525,64;24,02;3,73;0,15;8.577.395.431,81
CESP3;26,74;9,71;4,89;1,24;0,60;34,03;47,26;88,93;9,20;9,58;1,03;0,14;4,35;1.087,61;-0,66;1,01;25,40;12,31;-5,64;0,48;0,52;0,14;-8,26;;111.795,16;21,53;5,47;0,16;8.125.342.098,23
CESP5;41,49;8,12;7,59;1,93;0,93;34,03;47,26;88,93;14,28;9,58;1,03;0,14;6,75;1.687,54;-1,03;1,01;25,40;12,31;-5,64;0,48;0,52;0,14;-8,26;;102.971,25;21,53;5,47;0,25;8.125.342.098,23
CESP6;23,89;10,87;4,37;1,11;0,54;34,03;47,26;88,93;8,22;9,58;1,03;0,14;3,89;971,69;-0,59;1,01;25,40;12,31;-5,64;0,48;0,52;0,14;-8,26;;38.144.245,00;21,53;5,47;0,14;8.125.342.098,23
CGAS3;160,00;5,31;16,69;22,56;2,13;32,67;22,78;15,29;11,21;13,80;2,60;5,23;2,55;13,53;-3,25;1,84;135,22;12,75;22,19;0,09;0,91;0,83;4,74;10,49;37.204,54;7,09;9,59;-0,94;21.203.293.920,00
CGAS5;152,01;6,15;15,85;21,44;2,02;32,67;22,78;15,29;10,65;13,80;2,60;5,23;2,42;12,86;-3,09;1,84;135,22;12,75;22,19;0,09;0,91;0,83;4,74;10,49;233.141,80;7,09;9,59;-0,89;21.203.293.920,00
CGRA3;34,16;3,73;8,64;1,04;0,74;53,63;18,83;17,29;7,93;6,27;-1,70;-0,22;1,49;2,64;-1,41;2,46;12,02;8,59;10,23;0,71;0,29;0,50;3,76;8,78;45.530,25;32,89;3,95;-0,21;678.732.479,86
CGRA4;34,12;3,69;8,72;1,05;0,75;53,63;18,83;17,29;8,01;6,27;-1,70;-0,22;1,51;2,66;-1,43;2,46;12,02;8,59;10,23;0,71;0,29;0,50;3,76;8,78;573.716,80;32,89;3,95;-0,22;678.732.479,86
CIEL3;3,61;2,58;-23,69;1,03;0,12;27,35;-0,58;-3,72;-150,58;-150,96;-0,39;0,00;0,88;1,21;-0,83;1,13;-4,35;-0,51;-2,34;0,12;0,88;0,14;0,11;;88.764.752,36;3,50;-0,15;0,18;9.807.702.370,21
CLSC3;70,00;4,52;4,71;1,24;0,26;13,42;8,09;6,19;3,60;4,91;1,31;0,45;0,29;4,26;-0,41;1,19;26,28;5,45;12,25;0,21;0,79;0,88;4,67;31,75;14.003,00;56,62;14,88;0,08;2.700.011.370,00
CLSC4;70,00;4,98;4,71;1,24;0,26;13,42;8,09;6,19;3,60;4,91;1,31;0,45;0,29;4,26;-0,41;1,19;26,28;5,45;12,25;0,21;0,79;0,88;4,67;31,75;302.214,20;56,62;14,88;0,08;2.700.011.370,00
CMIG3;14,27;8,57;7,24;1,35;0,46;21,44;21,87;12,72;4,21;5,35;1,58;0,51;0,92;4,32;-0,63;1,62;18,68;6,31;14,70;0,34;0,66;0,50;2,90;3,02;6.473.632,64;10,57;1,97;0,15;21.515.014.462,12
CMIG4;12,01;10,21;6,08;1,14;0,38;21,44;21,87;12,72;3,54;5,35;1,58;0,51;0,77;3,63;-0,53;1,62;18,68;6,31;14,70;0,34;0,66;0,50;2,90;3,02;102.153.048,12;10,57;1,97;0,13;21.515.014.462,12
CMIN3;9,15;0,56;8,54;3,86;2,35;62,62;51,90;34,03;5,60;5,19;-0,41;-0,28;2,91;11,86;-3,91;1,98;45,24;27,48;44,14;0,61;0,39;0,81;;;50.587.830,12;2,37;1,07;0,11;51.215.814.624,08
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,75;;0,00;0,00;32,30;-1.150,77;-1.124,57;-1.151,54;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,75;;0,00;0,00;32,30;-1.150,77;-1.124,57;-1.151,54;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CNSY3;30,22;;-16,67;-58,27;5,43;-385,58;-466,04;-580,88;-20,78;-23,63;-2,85;;96,85;-17,63;-5,82;0,18;-349,48;-32,54;-40,52;-0,09;1,09;0,06;-13,15;;;-0,52;-1,81;0,00;935.885.083,86
COCE3;87,00;2,43;25,14;2,05;0,69;11,35;6,40;4,49;17,63;19,32;6,95;0,81;1,13;28,29;-0,96;1,09;8,15;2,73;4,16;0,34;0,66;0,61;7,29;-6,09;19.515,33;42,48;3,46;-0,57;4.752.934.248,54
COCE5;59,97;3,52;17,33;1,41;0,47;11,35;6,40;4,49;12,15;19,32;6,95;0,81;0,78;19,50;-0,66;1,09;8,15;2,73;4,16;0,34;0,66;0,61;7,29;-6,09;2.371.309,44;42,48;3,46;-0,39;4.752.934.248,54
COCE6;19,17;11,03;5,54;0,45;0,15;11,35;6,40;4,49;3,88;19,32;6,95;0,81;0,25;6,23;-0,21;1,09;8,15;2,73;4,16;0,34;0,66;0,61;7,29;-6,09;;42,48;3,46;-0,13;4.752.934.248,54
COGN3;4,20;;-1,35;0,60;0,26;64,29;-70,58;-123,39;-2,35;-4,17;-1,82;0,46;1,66;-6,41;-0,37;0,87;-44,62;-19,66;-15,10;0,44;0,52;0,16;0,02;;197.590.639,00;7,00;-3,12;0,00;7.862.980.019,90
CORR3;2,71;;0,01;0,10;0,00;77,52;29,14;25,45;0,01;-2,46;-2,68;-24,50;0,00;0,00;-0,02;25,55;798,24;22,48;780,13;0,03;0,97;0,88;44,77;;;26,95;215,13;0,00;1.278.894,65
CORR4;82,00;7,50;0,38;3,04;0,09;77,52;29,14;25,45;0,33;-2,46;-2,68;-24,50;0,10;0,11;-0,46;25,55;798,24;22,48;780,13;0,03;0,97;0,88;44,77;;;26,95;215,13;0,00;1.278.894,65
CPFE3;26,65;12,40;8,30;2,06;0,59;22,42;16,88;11,60;5,70;8,29;2,59;0,94;0,96;-185,52;-0,82;0,99;24,88;7,11;12,46;0,29;0,71;0,61;8,45;33,47;41.610.709,36;12,90;3,21;0,35;30.534.742.660,00
CPLE11;29,42;1,33;3,85;0,84;0,34;27,70;22,77;21,46;3,63;5,15;1,51;0,35;0,83;13,10;-0,45;1,12;21,72;8,85;10,77;0,41;0,59;0,41;4,51;25,31;14.244.445,76;35,15;7,63;0,06;16.096.409.157,50
CPLE3;5,62;15,64;3,69;0,80;0,33;27,70;22,77;21,46;3,48;5,15;1,51;0,35;0,79;12,53;-0,43;1,12;21,72;8,85;10,77;0,41;0,59;0,41;4,51;25,31;11.257.014,92;7,03;1,53;0,06;16.096.409.157,50
CPLE5;45,00;2,83;29,48;6,40;2,61;27,70;22,77;21,46;27,79;5,15;1,51;0,35;6,33;100,16;-3,44;1,12;21,72;8,85;10,77;0,41;0,59;0,41;4,51;25,31;85.498,40;7,03;1,53;0,44;16.096.409.157,50
CPLE6;6,00;16,14;3,93;0,85;0,35;27,70;22,77;21,46;3,71;5,15;1,51;0,35;0,84;13,35;-0,46;1,12;21,72;8,85;10,77;0,41;0,59;0,41;4,51;25,31;42.956.175,92;7,03;1,53;0,06;16.096.409.157,50
CPRE3;18,23;;10,48;1,78;0,86;57,75;45,18;41,74;9,68;10,76;1,08;0,20;4,37;-6,66;-1,01;0,52;17,01;8,25;10,86;0,49;0,51;0,20;7,96;;;10,23;1,74;0,02;10.824.655.047,92
CRDE3;24,55;;-3,50;0,56;0,50;-16,61;-749,69;-802,93;-3,75;-2,68;1,07;-0,16;28,14;3,83;-0,63;2,74;-16,10;-14,26;-16,73;0,89;0,11;0,02;-41,45;;16.385,64;43,52;-7,00;-0,01;59.463.856,15
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00
CRFB3;20,52;3,47;12,63;2,45;0,81;19,20;6,80;4,42;8,20;9,90;1,70;0,51;0,56;65,28;-1,49;1,03;19,41;6,39;14,18;0,33;0,64;1,45;11,38;23,62;73.509.304,96;8,38;1,63;0,05;40.897.023.131,00
CRIV3;5,54;;11,00;0,57;0,09;72,65;12,13;8,99;8,16;8,53;;;0,99;0,37;-0,23;1,67;5,22;0,82;;0,16;0,84;0,09;-7,18;6,86;87.584,08;9,64;0,50;-0,37;600.495.008,40
CRIV4;6,13;7,09;12,17;0,64;0,10;72,65;12,13;8,99;9,03;8,53;;;1,09;0,41;-0,26;1,67;5,22;0,82;;0,16;0,84;0,09;-7,18;6,86;39.284,10;9,64;0,50;-0,40;600.495.008,40
CRPG3;88,00;1,68;10,76;3,22;2,32;36,52;23,70;29,02;13,18;11,78;-1,89;-0,46;3,12;3,40;-11,42;6,90;29,92;21,55;18,16;0,72;0,28;0,74;15,93;;15.566,57;27,33;8,18;0,08;2.654.741.206,64
CRPG5;92,90;1,59;11,36;3,40;2,45;36,52;23,70;29,02;13,91;11,78;-1,89;-0,46;3,30;3,59;-12,05;6,90;29,92;21,55;18,16;0,72;0,28;0,74;15,93;;2.163.051,80;27,33;8,18;0,09;2.654.741.206,64
CRPG6;91,51;1,62;11,19;3,35;2,41;36,52;23,70;29,02;13,70;11,78;-1,89;-0,46;3,25;3,54;-11,87;6,90;29,92;21,55;18,16;0,72;0,28;0,74;15,93;;261.228,38;27,33;8,18;0,09;2.654.741.206,64
CSAB3;65,00;2,86;9,71;2,87;1,32;206,75;1.705,97;1.762,43;10,03;8,95;;;171,13;12,63;-1,64;2,18;29,60;13,63;;0,46;0,54;0,01;-41,88;2,02;13.000,00;22,61;6,69;0,04;441.600.000,00
CSAB4;50,99;4,01;7,62;2,25;1,04;206,75;1.705,97;1.762,43;7,87;8,95;;;134,25;9,90;-1,29;2,18;29,60;13,63;;0,46;0,54;0,01;-41,88;2,02;35.693,00;22,61;6,69;0,03;441.600.000,00
CSAN3;24,30;1,06;32,80;4,52;0,59;27,30;18,70;9,43;16,55;28,08;11,53;3,15;3,09;4,97;-0,76;2,16;13,79;1,80;4,11;0,13;0,72;0,19;10,10;0,61;320.527.262,96;5,37;0,74;-0,94;45.596.145.775,56
CSED3;14,13;;-4.335,27;3,66;1,14;49,17;11,64;-0,07;25,75;26,02;0,27;0,04;3,00;6,26;-1,62;2,60;-0,08;-0,03;7,24;0,31;0,69;0,38;;;5.801.293,28;3,87;0,00;42,44;5.486.785.588,80
CSMG3;14,54;19,57;6,32;0,84;0,47;44,84;24,20;16,09;4,20;6,23;2,03;0,41;1,02;12,72;-0,57;1,25;13,24;7,38;9,83;0,56;0,44;0,46;6,86;;29.677.470,32;17,39;2,30;0,31;5.551.694.807,40
CSNA3;44,48;1,47;5,94;4,29;0,89;41,91;34,92;28,37;4,82;6,07;1,25;1,11;1,68;4,67;-1,55;1,80;72,25;14,92;21,59;0,21;0,75;0,53;14,52;;411.794.885,80;10,37;7,49;0,00;61.592.192.446,33
CSRN3;20,77;8,93;9,37;2,44;0,72;22,69;17,01;12,81;7,05;12,61;3,14;1,09;1,20;6,44;-0,94;1,90;26,01;7,69;12,44;0,30;0,70;0,60;9,71;12,94;54.481,29;8,53;2,22;0,38;4.687.875.036,63
CSRN5;22,60;7,88;11,67;3,04;0,90;22,69;17,01;12,81;8,79;12,61;3,14;1,09;1,49;8,03;-1,17;1,90;26,01;7,69;12,44;0,30;0,70;0,60;9,71;12,94;45.967,07;8,53;2,22;0,47;4.687.875.036,63
CSRN6;52,00;3,92;23,45;6,10;1,80;22,69;17,01;12,81;17,65;12,61;3,14;1,09;3,00;16,13;-2,36;1,90;26,01;7,69;12,44;0,30;0,70;0,60;9,71;12,94;61.986,17;8,53;2,22;0,95;4.687.875.036,63
CTCA3;0,00;;0,00;0,00;0,00;66,15;44,44;32,07;0,00;-1,67;-1,67;-0,36;0,00;0,00;0,00;3,28;15,73;12,76;13,44;0,81;0,19;0,40;31,33;135,17;;2,15;0,34;0,00;0,00
CTKA3;27,86;;2,29;-0,95;0,32;40,73;20,24;18,79;2,12;8,19;6,22;;0,43;1,30;-0,82;1,70;-41,46;14,12;15,59;-0,34;1,34;0,75;7,67;;20.926,92;-29,40;12,19;0,01;162.349.085,20
CTKA4;24,10;;1,98;-0,82;0,28;40,73;20,24;18,79;1,84;8,19;6,22;;0,37;1,12;-0,71;1,70;-41,46;14,12;15,59;-0,34;1,34;0,75;7,67;;71.832,36;-29,40;12,19;0,01;162.349.085,20
CTNM3;12,00;;-3,49;0,44;0,08;30,19;6,63;-4,94;2,60;11,28;9,32;1,58;0,17;2,58;-0,14;1,09;-12,67;-2,41;4,60;0,19;0,66;0,49;-5,17;;38.363,69;27,13;-3,44;0,06;276.159.080,21
CTNM4;6,61;;-1,92;0,24;0,05;30,19;6,63;-4,94;1,43;11,28;9,32;1,58;0,10;1,42;-0,08;1,09;-12,67;-2,41;4,60;0,19;0,66;0,49;-5,17;;241.205,12;27,13;-3,44;0,03;276.159.080,21
CTSA3;3,00;;-81,46;1,17;0,47;14,43;3,61;-0,82;18,58;31,38;12,67;0,80;0,67;-14,46;-0,82;0,93;-1,43;-0,57;2,60;0,40;0,60;0,70;6,86;;716.102,24;2,57;-0,04;0,64;338.349.355,20
CTSA4;2,93;;-79,56;1,14;0,46;14,43;3,61;-0,82;18,15;31,38;12,67;0,80;0,65;-14,12;-0,81;0,93;-1,43;-0,57;2,60;0,40;0,60;0,70;6,86;;1.256.132,28;2,57;-0,04;0,62;338.349.355,20
CTSA8;0,00;;0,00;0,00;0,00;14,43;3,61;-0,82;0,00;31,38;12,67;0,80;0,00;0,00;0,00;0,93;-1,43;-0,57;2,60;0,40;0,60;0,70;6,86;;;2,57;-0,04;0,00;338.349.355,20
CURY3;9,90;3,97;66,33;5,37;1,51;37,69;34,37;38,59;74,48;70,47;-4,01;-0,29;25,60;3,31;-9,48;2,18;8,09;2,28;3,90;0,28;0,64;0,06;;;6.177.675,16;1,85;0,15;-0,88;2.965.450.894,08
CVCB3;26,68;;-38,92;15,44;1,11;100,00;-181,31;-35,03;-7,52;-8,13;-0,61;1,24;13,63;52,07;-2,66;1,04;-39,67;-2,86;-88,85;0,07;0,93;0,08;-6,66;;188.869.802,24;1,73;-0,69;0,44;5.379.479.878,92
CXSE3;12,06;;42,79;3,60;3,33;;;;38,13;37,71;-0,42;-0,04;;96,48;-3,74;1,45;8,42;7,78;8,38;0,92;0,08;0,00;;;58.442.534,40;3,35;0,28;;36.300.000.000,00
CYRE3;22,80;12,74;4,74;1,60;0,78;32,89;58,05;47,37;3,86;4,21;0,33;0,14;2,24;2,31;-1,66;2,78;33,79;16,51;21,87;0,49;0,49;0,35;-2,51;25,27;159.414.258,92;14,25;4,81;0,01;9.146.115.241,12
DASA3;61,63;0,46;-397,12;9,57;2,41;26,13;2,55;-1,07;166,63;187,68;21,04;1,21;4,24;65,56;-3,53;1,13;-2,41;-0,61;1,24;0,25;0,75;0,57;20,30;;27.806.528,88;6,44;-0,16;-1,18;33.551.786.001,24
DEXP3;44,98;2,58;9,41;4,34;1,49;22,07;19,28;13,35;6,51;6,93;0,43;0,29;1,26;8,18;-2,77;1,65;46,07;15,85;34,47;0,34;0,58;1,19;20,13;;16.741.184,12;10,25;4,72;0,02;1.414.996.165,90
DEXP4;40,00;6,14;8,47;3,90;1,34;22,07;19,28;13,35;5,86;6,93;0,43;0,29;1,13;7,36;-2,50;1,65;46,07;15,85;34,47;0,34;0,58;1,19;20,13;;152.234,08;10,25;4,72;0,02;1.414.996.165,90
DIRR3;13,26;11,31;15,29;1,61;0,39;34,88;15,49;8,02;7,91;8,48;0,56;0,11;1,23;0,91;-0,82;4,92;10,55;2,53;8,86;0,24;0,74;0,32;-0,89;-0,79;22.628.828,16;8,22;0,87;0,34;1.996.500.000,00
DMMO3;0,93;;5,41;-0,38;1,27;9,44;41,09;20,65;2,72;2,40;-0,32;;1,12;-1,85;-1,91;0,33;-7,03;23,50;-14,07;-3,34;4,34;1,14;-10,63;;15.954.921,56;-2,45;0,17;-0,05;288.386.555,10
DMVF3;9,32;;-230,40;0,57;0,33;33,20;0,01;-0,21;6.737,41;6.167,41;-577,23;-0,05;0,48;3,54;-0,48;1,41;-0,25;-0,14;-1,89;0,57;0,43;0,68;;;2.571.670,48;16,36;-0,04;0,57;473.642.601,12
DOHL3;26,01;1,97;19,02;2,93;2,20;30,43;15,62;18,07;22,00;16,99;-0,56;-0,07;3,44;5,11;-4,82;4,76;15,40;11,56;9,22;0,75;0,25;0,64;5,55;24,38;8.842,00;8,88;1,37;0,06;1.571.303.492,70
DOHL4;7,23;7,81;5,29;0,81;0,61;30,43;15,62;18,07;6,12;16,99;-0,56;-0,07;0,96;1,42;-1,34;4,76;15,40;11,56;9,22;0,75;0,25;0,64;5,55;24,38;405.678,24;8,88;1,37;0,02;1.571.303.492,70
DOTZ3;13,97;;-37,27;;;89,05;-42,18;-96,66;-85,42;-85,42;;;36,03;;;;;;;;;;;;1.245.684,36;;-0,37;;1.769.687.583,04
DTCY3;10,40;;-78,38;24,75;5,06;26,11;-4,06;-11,74;-226,99;-276,75;-3,64;0,40;9,21;-23,20;-6,50;0,50;-31,58;-6,45;-7,20;0,20;0,80;0,55;4,04;;284.094,24;0,42;-0,13;0,98;143.560.143,80
DTCY4;62,60;;-471,77;148,99;30,45;26,11;-4,06;-11,74;-1.366,29;-276,75;-3,64;0,40;55,41;-139,67;-39,15;0,50;-31,58;-6,45;-7,20;0,20;0,80;0,55;4,04;;;0,42;-0,13;5,92;143.560.143,80
DTEX3;22,26;3,36;26,80;3,07;1,37;31,91;12,88;8,86;18,43;20,62;2,24;0,37;2,37;9,51;-2,13;1,69;11,44;5,12;8,44;0,45;0,55;0,58;8,21;18,81;50.093.270,32;7,26;0,83;0,83;15.219.259.022,00
EALT3;14,75;1,89;12,64;1,84;0,74;25,87;12,86;9,91;9,74;8,55;1,79;0,34;1,25;12,19;-1,30;1,16;14,57;5,86;8,87;0,40;0,60;0,59;11,42;190,50;31.212,48;8,01;1,17;0,19;231.277.500,00
EALT4;6,81;4,50;5,83;0,85;0,34;25,87;12,86;9,91;4,49;8,55;1,79;0,34;0,58;5,62;-0,60;1,16;14,57;5,86;8,87;0,40;0,60;0,59;11,42;190,50;650.831,40;8,01;1,17;0,09;231.277.500,00
ECOR3;11,60;;-18,53;56,03;0,71;40,87;21,84;-10,80;9,17;17,12;7,95;48,62;2,00;-12,50;-0,86;0,75;-302,32;-3,84;4,66;0,01;0,99;0,36;7,89;;61.521.137,92;0,21;-0,63;-0,12;8.112.293.709,60
ECPR3;89,00;;-8,09;1,04;0,58;;;;-12,51;-12,28;0,02;0,00;;1.166,25;-0,58;1,12;-12,88;-7,19;-8,53;0,56;0,44;0,00;;;17.650,50;85,45;-11,01;0,12;166.309.475,20
ECPR4;85,80;;-7,80;1,00;0,56;;;;-12,06;-12,28;0,02;0,00;;1.124,31;-0,56;1,12;-12,88;-7,19;-8,53;0,56;0,44;0,00;;;43.866,67;85,45;-11,01;0,11;166.309.475,20
